[20:55:09] [main/INFO]: ModLauncher running: args [--username, Fast_xiang, --version, 异界随行诗0.57, --gameDir, /storage/emulated/0/minecraft/versions/异界随行诗0.57, --assetsDir, /storage/emulated/0/minecraft/assets, --assetIndex, 5, --uuid, 3194f9fea6f93118be8b70008ebfef87, --accessToken, ❄❄❄❄❄❄❄❄, --clientId, ${clientid}, --xuid, ${auth_xuid}, --userType, msa, --versionType, Fold Craft Launcher, --width, 2320, --height, 1080, --launchTarget, forgeclient, --fml.forgeVersion, 47.4.6, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[20:55:09] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.10-internal by N/A; OS Linux arch aarch64 version Android-12
[20:59:52] [Render thread/INFO]: common.js#7: Loaded Java class 'net.minecraft.resources.ResourceLocation'
[20:59:52] [Render thread/INFO]: common.js#8: Loaded Java class 'io.redspace.ironsspellbooks.setup.Messages'
[20:59:52] [Render thread/INFO]: common.js#9: Loaded Java class 'io.redspace.ironsspellbooks.network.ClientboundSyncMana'
[20:59:52] [Render thread/INFO]: common.js#10: Loaded Java class 'io.redspace.ironsspellbooks.registries.EntityRegistry'
[20:59:52] [Render thread/INFO]: common.js#11: Loaded Java class 'io.redspace.ironsspellbooks.entity.spells.fireball.MagicFireball'
[20:59:52] [Render thread/INFO]: common.js#12: Loaded Java class 'io.redspace.ironsspellbooks.entity.spells.fireball.SmallMagicFireball'
[20:59:52] [Render thread/INFO]: common.js#13: Loaded Java class 'virtuoel.pehkui.api.ScaleTypes'
[20:59:52] [Render thread/INFO]: common.js#14: Loaded Java class 'net.minecraft.core.registries.Registries'
[20:59:52] [Render thread/INFO]: common.js#15: Loaded Java class 'net.minecraft.resources.ResourceKey'
[20:59:52] [Render thread/INFO]: common.js#16: Loaded Java class 'snownee.loquat.core.area.AABBArea'
[20:59:52] [Render thread/INFO]: common.js#17: Loaded Java class 'snownee.loquat.core.AreaManager'
[20:59:52] [Render thread/INFO]: common.js#18: Loaded Java class 'snownee.loquat.core.area.Area'
[20:59:52] [Render thread/INFO]: common.js#19: Loaded Java class 'java.util.UUID'
[20:59:52] [Render thread/INFO]: common.js#20: Loaded Java class 'snownee.loquat.core.RestrictInstance'
[20:59:52] [Render thread/INFO]: common.js#22: Loaded Java class 'snownee.loquat.network.SSyncRestrictionPacket'
[20:59:52] [Render thread/INFO]: common.js#23: Loaded Java class 'net.minecraft.world.BossEvent'
[20:59:52] [Render thread/INFO]: common.js#24: Loaded Java class 'net.minecraft.server.level.ServerBossEvent'
[20:59:52] [Render thread/INFO]: common.js#25: Loaded Java class 'net.minecraft.sounds.SoundSource'
[20:59:52] [Render thread/INFO]: common.js#26: Loaded Java class 'tn.mbs.memory.network.MemoryOfThePastModVariables'
[20:59:52] [Render thread/INFO]: common.js#27: Loaded Java class 'tn.mbs.memory.procedures.LevelUpProcedureProcedure'
[20:59:52] [Render thread/INFO]: common.js#28: Loaded Java class 'tn.mbs.memory.configuration.MainConfigFileConfiguration'
[20:59:52] [Render thread/INFO]: common.js#29: Loaded Java class 'forge.net.mca.entity.ai.relationship.EntityRelationship'
[20:59:52] [Render thread/INFO]: common.js#30: Loaded Java class 'net.sixik.sdmshoprework.SDMShopR'
[20:59:52] [Render thread/INFO]: common.js#31: Loaded Java class 'top.theillusivec4.curios.api.CuriosApi'
[20:59:52] [Render thread/INFO]: common.js#32: Loaded Java class 'io.redspace.ironsspellbooks.spells.nature.PoisonSplashSpell'
[20:59:52] [Render thread/INFO]: common.js#33: Loaded Java class 'com.simibubi.create.content.logistics.box.PackageItem'
[20:59:52] [Render thread/INFO]: common.js#34: Loaded Java class 'com.simibubi.create.content.logistics.box.PackageEntity'
[20:59:52] [Render thread/INFO]: common.js#35: Loaded Java class 'net.minecraftforge.items.ItemStackHandler'
[20:59:52] [Render thread/INFO]: common.js#36: Loaded Java class 'net.minecraft.core.particles.ParticleTypes'
[20:59:52] [Render thread/INFO]: common.js#37: Loaded Java class 'net.minecraft.world.inventory.ChestMenu'
[20:59:52] [Render thread/INFO]: common.js#38: Loaded Java class 'net.minecraft.world.SimpleContainer'
[20:59:52] [Render thread/INFO]: common.js#39: Loaded Java class 'com.sky.weaponmaster.SweeperWeapon'
[20:59:52] [Render thread/INFO]: common.js#40: Loaded Java class 'net.minecraft.world.level.block.CropBlock'
[20:59:52] [Render thread/INFO]: common.js#41: Loaded Java class 'net.minecraft.world.level.block.Blocks'
[20:59:52] [Render thread/INFO]: common.js#42: Loaded Java class 'net.sixik.sdmshoprework.common.shop.ShopBase'
[20:59:52] [Render thread/INFO]: common.js#43: Loaded Java class 'net.sixik.sdmshoprework.common.integration.KubeJS.KubeJSHelper'
[20:59:52] [Render thread/INFO]: common.js#44: Loaded Java class 'com.simibubi.create.AllBlocks'
[20:59:52] [Render thread/INFO]: common.js#45: Loaded Java class 'net.minecraft.world.InteractionHand'
[20:59:52] [Render thread/INFO]: common.js#46: Loaded Java class 'net.minecraftforge.items.ItemHandlerHelper'
[20:59:52] [Render thread/INFO]: common.js#47: Loaded Java class 'net.minecraft.world.entity.projectile.ProjectileUtil'
[20:59:52] [Render thread/INFO]: common.js#48: Loaded Java class 'com.github.tartaricacid.touhoulittlemaid.entity.ai.brain.task.MaidUseShieldTask'
[20:59:52] [Render thread/INFO]: common.js#49: Loaded Java class 'net.minecraft.world.entity.ai.memory.MemoryModuleType'
[20:59:52] [Render thread/INFO]: common.js#50: Loaded Java class 'io.redspace.ironsspellbooks.capabilities.magic.TargetEntityCastData'
[20:59:53] [Render thread/INFO]: common.js#51: Loaded Java class 'com.github.L_Ender.cataclysm.entity.projectile.Water_Spear_Entity'
[20:59:53] [Render thread/INFO]: common.js#52: Loaded Java class 'com.main.fast.entity.SpiritSwordEntity'
[20:59:53] [Render thread/INFO]: common.js#53: Loaded Java class 'com.lowdragmc.lowdraglib.misc.ItemStackTransfer'
[20:59:53] [Render thread/INFO]: common.js#54: Loaded Java class 'com.main.fast.entity.FastSwordEntity'
[20:59:53] [Render thread/INFO]: common.js#55: Loaded Java class 'com.main.fast.util.SwordEntityHelper'
[20:59:53] [Render thread/INFO]: common.js#56: Loaded Java class 'io.redspace.ironsspellbooks.entity.spells.poison_cloud.PoisonCloud'
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:common.js in 0.22 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/event.js in 0.007 s
[20:59:53] [Render thread/INFO]: ender_chest/forge/event.js#3: Loaded Java class 'net.minecraftforge.event.entity.living.MobEffectEvent$Added'
[20:59:53] [Render thread/INFO]: ender_chest/forge/event.js#4: Loaded Java class 'net.minecraftforge.event.entity.player.CriticalHitEvent'
[20:59:53] [Render thread/INFO]: ender_chest/forge/event.js#5: Loaded Java class 'net.minecraftforge.event.entity.living.LivingAttackEvent'
[20:59:53] [Render thread/INFO]: ender_chest/forge/event.js#6: Loaded Java class 'net.minecraftforge.event.entity.living.LivingHurtEvent'
[20:59:53] [Render thread/INFO]: ender_chest/forge/event.js#7: Loaded Java class 'net.minecraftforge.event.entity.living.LivingDamageEvent'
[20:59:53] [Render thread/INFO]: ender_chest/forge/event.js#8: Loaded Java class 'io.redspace.ironsspellbooks.api.events.SpellHealEvent'
[20:59:53] [Render thread/INFO]: ender_chest/forge/event.js#9: Loaded Java class 'com.github.tartaricacid.touhoulittlemaid.api.event.InteractMaidEvent'
[20:59:53] [Render thread/INFO]: ender_chest/forge/event.js#10: Loaded Java class 'net.minecraftforge.event.entity.living.LivingGetProjectileEvent'
[20:59:53] [Render thread/INFO]: ender_chest/forge/event.js#11: Loaded Java class 'net.minecraftforge.event.AnvilUpdateEvent'
[20:59:53] [Render thread/INFO]: ender_chest/forge/event.js#12: Loaded Java class 'net.minecraftforge.event.entity.living.ShieldBlockEvent'
[20:59:53] [Render thread/INFO]: ender_chest/forge/event.js#13: Loaded Java class 'net.minecraftforge.event.ItemStackedOnOtherEvent'
[20:59:53] [Render thread/INFO]: ender_chest/forge/event.js#14: Loaded Java class 'com.tacz.guns.api.event.common.GunShootEvent'
[20:59:53] [Render thread/INFO]: ender_chest/forge/event.js#15: Loaded Java class 'com.bonker.stardewfishing.server.event.StardewMinigameStartedEvent'
[20:59:53] [Render thread/INFO]: ender_chest/forge/event.js#16: Loaded Java class 'com.bonker.stardewfishing.server.event.StardewMinigameEndedEvent'
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/forge/event.js in 0.026 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:item/shaped.js in 0.002 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:entity/difficult.js in 0.003 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/maid_event.js in 0.01 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:Instance/config.js in 0.019 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:item/raffle_ticket.js in 0.009 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/maid_tick.js in 0.003 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/inventory_closed_event.js in 0.021 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/hero_card.js in 0.002 s
[20:59:53] [Render thread/INFO]: entity/ai.js#3: Loaded Java class 'net.minecraft.world.entity.player.Player'
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:entity/ai.js in 0.042 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/player_rightclicked.js in 0.003 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/forge/player_hurt.js in 0.005 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/forge/player_damage.js in 0.014 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/forge/entity_hurt.js in 0.001 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:entity/boss_event.js in 0.002 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:Instance/rogue_like.js in 0.021 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:tags_create/entity_type.js in 0.0 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:entity/ossukage.js in 0.001 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:entity/alex.js in 0.001 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:entity/zombie_summoner.js in 0.001 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:entity/mysterious_black_cloaked_swordsman.js in 0.003 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:entity/mydterious_figure.js in 0.005 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:entity/amethyst_crab.js in 0.002 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/entity_event.js in 0.003 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/forge/maid_food.js in 0.002 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/ender_pouch.js in 0.003 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:debug.js in 0.0 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:tags_create/mob_effect.js in 0.0 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:tags_create/item.js in 0.001 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:tags_create/damage_type.js in 0.0 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:item/shapeds.js in 0.0 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:item/remove.js in 0.001 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:item/jamcooking.js in 0.003 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:item/crushing.js in 0.0 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:item/cooking.js in 0.0 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:item/weapon/config.js in 0.0 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:item/tinkering/rigister.js in 0.001 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:item/create/recipes.js in 0.001 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:item/ender_chest/tag.js in 0.001 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/tick_event.js in 0.003 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/sdm_shop_event.js in 0.001 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/player_food_eaten.js in 0.0 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/maid_chest.js in 0.0 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/loot.js in 0.031 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/key.js in 0.002 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/fe_value.js in 0.0 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/exposure_event.js in 0.001 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/entity_dead.js in 0.001 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/ender_chest.js in 0.027 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/charge_attack.js in 0.0 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/anger_value.js in 0.001 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/magic/sword_technique_heroic_strike.js in 0.001 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/magic/sword_technique_moon_god_calamity.js in 0.001 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/magic/sword_technique_decisive_strike.js in 0.001 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/magic/sword_technique_flying_sword_guard.js in 0.001 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/magic/sword_rechnique_utli.js in 0.0 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/magic/sword_technique_four_strike.js in 0.002 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/magic/player_magic.js in 0.005 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/magic/player_event.js in 0.001 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/magic/oath_of_knight.js in 0.0 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/magic/magic_data.js in 0.001 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/magic/fireballplus.js in 0.001 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/magic/explosion.js in 0.001 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/magic/custom_spell.js in 0.001 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/forge/player_fish_game.js in 0.001 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/forge/player_key_event.js in 0.0 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/forge/player_maid_entity_event.js in 0.003 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/forge/player_login.js in 0.0 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/forge/player_heal.js in 0.0 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/forge/player_effect.js in 0.0 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/forge/player_crt.js in 0.0 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/forge/player_attack.js in 0.002 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/forge/player_arrow.js in 0.0 s
[20:59:53] [Render thread/INFO]: ender_chest/forge/player_anvil.js#1: Loaded Java class 'net.minecraftforge.event.ItemAttributeModifierEvent'
[20:59:53] [Render thread/INFO]: ender_chest/forge/player_anvil.js#2: Loaded Java class 'net.minecraft.world.entity.ai.attributes.AttributeModifier'
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/forge/player_anvil.js in 0.036 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/forge/gun_shoot.js in 0.002 s
[20:59:53] [Render thread/INFO]: ender_chest/forge/gui.js#3: Loaded Java class 'net.minecraft.world.SimpleMenuProvider'
[20:59:53] [Render thread/INFO]: ender_chest/forge/gui.js#4: Loaded Java class 'java.util.Optional'
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/forge/gui.js in 0.006 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/forge/entity_event.js in 0.001 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:ender_chest/forge/entity_shield.js in 0.0 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:Instance/loquat.js in 0.0 s
[20:59:53] [Render thread/INFO]: Loaded script server_scripts:Instance/command.js in 0.001 s
[20:59:53] [Render thread/INFO]: Loaded 82/82 KubeJS server scripts in 0.665 s with 0 errors and 0 warnings
[20:59:53] [Render thread/INFO]: Scripts loaded
[20:59:53] [Render thread/INFO]: Initializing recipe event...
[20:59:56] [Render thread/ERROR]: Unknown biome, defaulting to plains
[20:59:58] [Render thread/INFO]: Adding serverside commands..
[20:59:58] [Worker-ResourceReload-1/INFO]: [minecraft:mob_effect] Found 13 tags, added 2 objects, removed 0 objects
[20:59:58] [Worker-ResourceReload-7/INFO]: [minecraft:item] Found 1534 tags, added 353 objects, removed 22 objects
[20:59:58] [Worker-ResourceReload-7/ERROR]: Couldn't load tag ctov:wares/cardboard_box as it is missing following references: wares:cardboard_box (from [forge]ctov-3.4.12.jar)
[20:59:58] [Worker-ResourceReload-7/ERROR]: Couldn't load tag maid_storage_manager:no_nbt as it is missing following references: botania:twig_wand (from 1.20.1-maid_storage_manager-1.12.15.jar)
[20:59:58] [Worker-ResourceReload-7/ERROR]: Couldn't load tag ctov:wares/sealed_delivery_agreement as it is missing following references: wares:sealed_delivery_agreement (from [forge]ctov-3.4.12.jar)
[20:59:59] [Worker-ResourceReload-0/INFO]: [minecraft:entity_type] Found 239 tags, added 6 objects, removed 0 objects
[20:59:59] [Worker-ResourceReload-0/ERROR]: Couldn't load tag minecraft:impact_projectiles as it is missing following references: cataclysm:ceraunus (from L_Enders_Cataclysm-3.03.jar)
[20:59:59] [Worker-ResourceReload-7/INFO]: [minecraft:damage_type] Found 93 tags, added 18 objects, removed 0 objects
[20:59:59] [Worker-ResourceReload-3/ERROR]: Couldn't parse data file minecraft:beetroot_soup from minecraft:recipes/beetroot_soup.json
com.google.gson.JsonParseException: java.io.EOFException: End of input at line 1 column 1 path $
	at net.minecraft.util.GsonHelper.m_13780_(GsonHelper.java:526) ~[client-1.20.1-20230612.114412-srg.jar%23474!/:?]
	at net.minecraft.util.GsonHelper.m_263475_(GsonHelper.java:531) ~[client-1.20.1-20230612.114412-srg.jar%23474!/:?]
	at net.minecraft.util.GsonHelper.m_13776_(GsonHelper.java:581) ~[client-1.20.1-20230612.114412-srg.jar%23474!/:?]
	at net.minecraft.server.packs.resources.SimpleJsonResourceReloadListener.m_278771_(SimpleJsonResourceReloadListener.java:41) ~[client-1.20.1-20230612.114412-srg.jar%23474!/:?]
	at net.minecraft.server.packs.resources.SimpleJsonResourceReloadListener.m_5944_(SimpleJsonResourceReloadListener.java:29) ~[client-1.20.1-20230612.114412-srg.jar%23474!/:?]
	at net.minecraft.server.packs.resources.SimpleJsonResourceReloadListener.m_5944_(SimpleJsonResourceReloadListener.java:17) ~[client-1.20.1-20230612.114412-srg.jar%23474!/:?]
	at net.minecraft.server.packs.resources.SimplePreparableReloadListener.m_10786_(SimplePreparableReloadListener.java:11) ~[client-1.20.1-20230612.114412-srg.jar%23474!/:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(Unknown Source) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.exec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(Unknown Source) ~[?:?]
Caused by: java.io.EOFException: End of input at line 1 column 1 path $
	at com.google.gson.stream.JsonReader.nextNonWhitespace(JsonReader.java:1455) ~[gson-2.10.jar%2382!/:?]
	at com.google.gson.stream.JsonReader.doPeek(JsonReader.java:558) ~[gson-2.10.jar%2382!/:?]
	at com.google.gson.stream.JsonReader.peek(JsonReader.java:433) ~[gson-2.10.jar%2382!/:?]
	at com.google.gson.internal.bind.TypeAdapters$28.read(TypeAdapters.java:769) ~[gson-2.10.jar%2382!/:?]
	at com.google.gson.internal.bind.TypeAdapters$28.read(TypeAdapters.java:725) ~[gson-2.10.jar%2382!/:?]
	at com.google.gson.internal.bind.TypeAdapters$34$1.read(TypeAdapters.java:1007) ~[gson-2.10.jar%2382!/:?]
	at net.minecraft.util.GsonHelper.m_13780_(GsonHelper.java:524) ~[client-1.20.1-20230612.114412-srg.jar%23474!/:?]
	... 13 more
[20:59:59] [Worker-ResourceReload-3/ERROR]: Couldn't parse data file ecologics:beetroot_soup_from_coconut_husk from ecologics:recipes/beetroot_soup_from_coconut_husk.json
com.google.gson.JsonParseException: java.io.EOFException: End of input at line 1 column 1 path $
	at net.minecraft.util.GsonHelper.m_13780_(GsonHelper.java:526) ~[client-1.20.1-20230612.114412-srg.jar%23474!/:?]
	at net.minecraft.util.GsonHelper.m_263475_(GsonHelper.java:531) ~[client-1.20.1-20230612.114412-srg.jar%23474!/:?]
	at net.minecraft.util.GsonHelper.m_13776_(GsonHelper.java:581) ~[client-1.20.1-20230612.114412-srg.jar%23474!/:?]
	at net.minecraft.server.packs.resources.SimpleJsonResourceReloadListener.m_278771_(SimpleJsonResourceReloadListener.java:41) ~[client-1.20.1-20230612.114412-srg.jar%23474!/:?]
	at net.minecraft.server.packs.resources.SimpleJsonResourceReloadListener.m_5944_(SimpleJsonResourceReloadListener.java:29) ~[client-1.20.1-20230612.114412-srg.jar%23474!/:?]
	at net.minecraft.server.packs.resources.SimpleJsonResourceReloadListener.m_5944_(SimpleJsonResourceReloadListener.java:17) ~[client-1.20.1-20230612.114412-srg.jar%23474!/:?]
	at net.minecraft.server.packs.resources.SimplePreparableReloadListener.m_10786_(SimplePreparableReloadListener.java:11) ~[client-1.20.1-20230612.114412-srg.jar%23474!/:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(Unknown Source) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.exec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(Unknown Source) ~[?:?]
Caused by: java.io.EOFException: End of input at line 1 column 1 path $
	at com.google.gson.stream.JsonReader.nextNonWhitespace(JsonReader.java:1455) ~[gson-2.10.jar%2382!/:?]
	at com.google.gson.stream.JsonReader.doPeek(JsonReader.java:558) ~[gson-2.10.jar%2382!/:?]
	at com.google.gson.stream.JsonReader.peek(JsonReader.java:433) ~[gson-2.10.jar%2382!/:?]
	at com.google.gson.internal.bind.TypeAdapters$28.read(TypeAdapters.java:769) ~[gson-2.10.jar%2382!/:?]
	at com.google.gson.internal.bind.TypeAdapters$28.read(TypeAdapters.java:725) ~[gson-2.10.jar%2382!/:?]
	at com.google.gson.internal.bind.TypeAdapters$34$1.read(TypeAdapters.java:1007) ~[gson-2.10.jar%2382!/:?]
	at net.minecraft.util.GsonHelper.m_13780_(GsonHelper.java:524) ~[client-1.20.1-20230612.114412-srg.jar%23474!/:?]
	... 13 more
[21:00:00] [Worker-ResourceReload-4/INFO]: Loaded 20 loot table injectors injecting into 18 tables in 117.71042 ms
[21:00:00] [Worker-ResourceReload-3/ERROR]: Couldn't parse data file minecraft:mushroom_stew from minecraft:recipes/mushroom_stew.json
com.google.gson.JsonParseException: java.io.EOFException: End of input at line 1 column 1 path $
	at net.minecraft.util.GsonHelper.m_13780_(GsonHelper.java:526) ~[client-1.20.1-20230612.114412-srg.jar%23474!/:?]
	at net.minecraft.util.GsonHelper.m_263475_(GsonHelper.java:531) ~[client-1.20.1-20230612.114412-srg.jar%23474!/:?]
	at net.minecraft.util.GsonHelper.m_13776_(GsonHelper.java:581) ~[client-1.20.1-20230612.114412-srg.jar%23474!/:?]
	at net.minecraft.server.packs.resources.SimpleJsonResourceReloadListener.m_278771_(SimpleJsonResourceReloadListener.java:41) ~[client-1.20.1-20230612.114412-srg.jar%23474!/:?]
	at net.minecraft.server.packs.resources.SimpleJsonResourceReloadListener.m_5944_(SimpleJsonResourceReloadListener.java:29) ~[client-1.20.1-20230612.114412-srg.jar%23474!/:?]
	at net.minecraft.server.packs.resources.SimpleJsonResourceReloadListener.m_5944_(SimpleJsonResourceReloadListener.java:17) ~[client-1.20.1-20230612.114412-srg.jar%23474!/:?]
	at net.minecraft.server.packs.resources.SimplePreparableReloadListener.m_10786_(SimplePreparableReloadListener.java:11) ~[client-1.20.1-20230612.114412-srg.jar%23474!/:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(Unknown Source) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.exec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(Unknown Source) ~[?:?]
Caused by: java.io.EOFException: End of input at line 1 column 1 path $
	at com.google.gson.stream.JsonReader.nextNonWhitespace(JsonReader.java:1455) ~[gson-2.10.jar%2382!/:?]
	at com.google.gson.stream.JsonReader.doPeek(JsonReader.java:558) ~[gson-2.10.jar%2382!/:?]
	at com.google.gson.stream.JsonReader.peek(JsonReader.java:433) ~[gson-2.10.jar%2382!/:?]
	at com.google.gson.internal.bind.TypeAdapters$28.read(TypeAdapters.java:769) ~[gson-2.10.jar%2382!/:?]
	at com.google.gson.internal.bind.TypeAdapters$28.read(TypeAdapters.java:725) ~[gson-2.10.jar%2382!/:?]
	at com.google.gson.internal.bind.TypeAdapters$34$1.read(TypeAdapters.java:1007) ~[gson-2.10.jar%2382!/:?]
	at net.minecraft.util.GsonHelper.m_13780_(GsonHelper.java:524) ~[client-1.20.1-20230612.114412-srg.jar%23474!/:?]
	... 13 more
[21:00:00] [Worker-ResourceReload-3/ERROR]: Couldn't parse data file ecologics:mushroom_stew_from_coconut_husk from ecologics:recipes/mushroom_stew_from_coconut_husk.json
com.google.gson.JsonParseException: java.io.EOFException: End of input at line 1 column 1 path $
	at net.minecraft.util.GsonHelper.m_13780_(GsonHelper.java:526) ~[client-1.20.1-20230612.114412-srg.jar%23474!/:?]
	at net.minecraft.util.GsonHelper.m_263475_(GsonHelper.java:531) ~[client-1.20.1-20230612.114412-srg.jar%23474!/:?]
